userId,movieId,rating
15,86644,1.5
15,86781,5.0
15,87232,1.5
15,87304,0.5
15,87306,1.0
15,87430,0.5
15,87520,4.5
15,88129,2.5
15,88140,1.0
15,88163,3.5
15,88356,1.5
15,88744,4.5
15,88950,0.5
15,89090,1.5
15,89337,3.0
15,89492,5.0
15,89745,3.0
15,89840,1.0
15,90249,3.5
15,90266,2.5
15,90428,4.5
15,90439,0.5
15,90531,4.0
15,90600,3.5
15,90603,2.5
15,90647,3.0
15,90746,1.5
15,90866,1.0
15,91500,0.5
15,91505,1.0
15,91529,3.0
15,91535,2.0
15,91542,1.0
15,91630,2.5
15,91653,4.5
15,91658,4.0
15,91842,3.0
15,91869,3.0
15,92507,2.5
15,93326,1.0
15,93363,1.0
15,93510,3.0
15,93831,2.5
15,93840,3.5
15,94015,1.0
15,94018,1.0
15,94478,1.0
15,94677,4.0
15,94777,2.5
15,94780,1.5
15,94833,1.5
15,94864,1.5
15,94959,1.0
15,95105,1.0
15,95167,1.0
15,95311,1.5
15,95443,0.5
15,95510,3.5
15,95558,1.0
15,95875,1.5
15,96079,3.0
15,96150,2.0
15,96488,3.5
15,96610,1.5
15,96667,2.5
15,97304,2.5
15,97393,3.5
15,97866,3.5
15,97923,3.0
15,97938,2.5
15,98961,3.0
15,99149,1.0
15,99468,2.5
15,99811,4.0
15,100032,2.0
15,100365,2.5
15,100517,3.0
15,100556,4.0
15,100714,3.0
15,100745,1.0
15,101076,3.0
15,101895,1.0
15,102125,2.0
15,102445,3.0
15,102800,2.5
15,103042,2.5
15,103228,5.0
15,104726,3.0
15,104841,3.5
15,104879,4.0
15,106111,1.0
15,106332,3.5
15,106489,2.0
26,1,5.0
26,32,4.5
26,47,4.5
26,50,4.5
26,63,0.5
26,69,4.5
26,153,3.5
26,165,2.5
26,260,3.0
26,296,3.5
26,316,0.5
26,318,4.0
26,344,0.5
26,356,4.5
26,367,2.0
26,377,3.0
26,380,3.0
26,457,3.5
26,480,2.5
26,500,1.0
26,555,3.5
26,589,4.0
26,593,3.5
26,608,3.5
26,648,2.5
26,720,3.0
26,733,3.0
26,778,4.5
26,780,3.5
26,858,4.0
26,1036,3.5
26,1089,3.5
26,1196,3.5
26,1198,4.0
26,1210,3.5
26,1405,1.5
26,1527,4.0
26,1580,3.5
26,1653,3.5
26,1687,3.5
26,1732,4.0
26,1753,3.0
26,1831,3.0
26,1884,4.0
26,2028,3.0
26,2329,4.0
26,2355,4.0
26,2542,5.0
26,2571,5.0
26,2692,4.5
26,2858,4.0
26,2959,4.0
26,3108,2.0
26,3114,4.5
26,3147,3.0
26,3275,4.0
26,3481,2.5
26,3578,2.5
26,3744,4.0
26,4011,5.0
26,4019,4.0
26,4027,3.0
26,4161,3.5
26,4226,4.0
26,4262,2.5
26,4306,4.0
26,4776,4.0
26,4844,2.0
26,4865,4.5
26,4963,1.5
26,4973,3.5
26,4979,4.0
26,4995,3.0
26,5010,3.5
26,5110,4.0
26,5218,4.0
26,5418,4.0
26,5608,4.0
26,5617,2.0
26,5903,2.5
26,5952,4.0
26,5954,3.0
26,5989,2.0
26,6016,5.0
26,6333,0.5
26,6539,1.5
26,6708,3.5
26,6867,4.0
26,6870,3.0
26,6874,4.5
26,7323,4.0
26,7361,3.5
26,7438,3.5
26,7445,4.5
26,8368,3.0
26,8665,4.0
26,8784,2.0
26,8798,5.0
26,8874,1.5
26,8961,4.0
26,27376,0.5
26,27831,5.0
26,30810,3.0
26,31410,2.0
26,31878,4.0
26,32587,4.0
26,33794,4.0
26,34437,3.0
26,36529,4.0
26,37731,3.0
26,37741,3.5
26,38038,3.0
26,38061,4.5
26,41997,4.0
26,44191,5.0
26,44195,5.0
26,44199,4.5
26,44665,3.5
26,46976,4.0
26,47610,4.5
26,48516,4.5
26,48774,3.0
26,48780,4.5
26,49272,4.0
26,49278,3.0
26,49530,4.0
26,50851,3.5
26,50872,5.0
26,51255,3.5
26,51662,4.0
26,52604,4.0
26,52952,4.0
26,53129,4.5
26,53972,3.0
26,54286,5.0
26,54503,2.5
26,55118,2.5
26,55167,0.5
26,55247,4.0
26,55276,3.5
26,55280,3.5
26,55765,2.5
26,55820,3.0
26,56782,3.5
26,57669,3.5
26,58559,5.0
26,59315,3.5
26,59369,5.0
26,59387,3.0
26,59784,5.0
26,60069,3.0
26,60684,5.0
26,61024,3.0
26,61323,3.5
26,62849,4.5
26,63082,3.0
26,65514,5.0
26,67997,3.5
26,68157,3.5
26,68358,2.0
26,68954,3.5
26,69122,3.5
26,70533,0.5
26,71464,2.0
26,72998,3.5
26,73017,3.5
26,73587,4.5
26,79132,3.5
26,80489,2.0
26,82459,4.0
26,91542,3.5
26,92259,4.5
29,778,5.0
29,1569,2.0
29,1681,0.5
29,1717,3.0
29,2065,0.5
29,2367,0.5
29,2384,1.5
29,2459,3.5
29,2513,3.0
29,2571,5.0
29,2713,3.0
29,2717,2.5
29,2942,0.5
29,3720,4.0
29,5065,2.0
29,6365,2.5
29,6502,5.0
29,6934,2.5
29,27822,4.0
29,51662,4.5
29,58559,5.0
29,73268,3.0
38,296,5.0
38,306,4.5
38,318,4.5
38,365,4.5
38,838,4.5
38,858,4.5
38,1078,4.5
38,1136,4.0
38,1221,4.5
38,1244,4.0
38,1289,4.5
38,2025,3.0
38,2068,5.0
38,2075,4.5
38,2092,3.5
38,2324,4.5
38,2641,4.0
38,2686,4.0
38,2750,4.0
38,2858,4.0
38,2959,4.0
38,3328,5.0
38,3677,5.0
38,4226,4.5
38,4422,4.5
38,4936,3.5
38,4973,4.0
38,7063,4.5
38,7089,5.0
38,7153,4.5
38,7327,4.5
38,7936,4.5
38,7941,5.0
38,8197,4.5
38,8239,4.5
38,26587,4.5
38,44555,4.5
38,48682,5.0
38,58559,4.5
38,60069,4.0
38,69761,5.0
38,73344,4.5
38,76111,5.0
38,79132,4.0
38,89759,5.0
38,97826,5.0
38,102753,5.0
38,107555,5.0
46,73,5.0
46,355,5.0
46,724,5.0
46,1270,5.0
46,1359,4.5
46,1515,5.0
46,1707,5.0
46,1965,5.0
46,2153,5.0
46,2379,5.0
46,2381,5.0
46,2383,5.0
46,2398,5.0
46,2539,5.0
46,2541,5.0
46,2605,5.0
46,2804,5.0
46,3157,4.5
46,3247,4.0
46,3868,5.0
46,4993,5.0
46,5952,5.0
46,7004,5.0
46,7153,5.0
46,8387,5.0
46,26614,5.0
46,33615,5.0
46,33794,5.0
46,49530,5.0
46,50872,5.0
46,58559,5.0
46,59018,5.0
46,79132,5.0
46,80463,5.0
46,81834,5.0
46,88125,5.0
46,89745,5.0
46,91529,5.0
46,98124,5.0
48,1,4.0
48,2,3.5
48,34,3.0
48,110,4.0
48,158,3.0
48,163,3.5
48,223,2.5
48,231,3.5
48,288,3.5
48,293,5.0
48,344,3.5
48,356,4.0
48,364,4.0
48,367,3.5
48,480,3.5
48,501,3.5
48,527,4.5
48,541,4.0
48,562,3.5
48,593,3.5
48,595,3.5
48,648,3.5
48,673,3.0
48,778,4.5
48,858,4.0
48,1097,3.5
48,1127,3.5
48,1148,3.5
48,1175,4.0
48,1185,4.0
48,1206,3.5
48,1214,3.5
48,1222,3.5
48,1258,4.0
48,1270,3.5
48,1274,3.5
48,1485,3.5
48,1527,3.5
48,1544,3.5
48,1580,3.5
48,1591,3.0
48,1682,3.5
48,1721,4.0
48,1732,3.5
48,1784,4.5
48,1882,3.0
48,1884,4.5
48,1917,3.5
48,1921,4.0
48,1923,3.5
48,1997,3.5
48,2006,3.0
48,2167,3.5
48,2291,4.0
48,2294,3.0
48,2318,3.5
48,2324,4.5
48,2329,4.5
48,2355,3.5
48,2542,3.5
48,2571,4.5
48,2617,3.5
48,2692,3.0
48,2700,3.5
48,2706,3.5
48,2710,3.0
48,2762,3.5
48,2959,5.0
48,2987,3.5
48,2997,3.0
48,3000,5.0
48,3114,3.5
48,3147,4.0
48,3527,3.0
48,3578,5.0
48,3677,4.5
48,3717,3.0
48,3745,3.5
48,3751,3.0
48,3949,4.5
48,3968,3.0
48,4011,4.0
48,4016,3.5
48,4022,3.5
48,4270,3.0
48,4306,4.0
48,4369,3.5
48,4446,3.5
48,4720,3.0
48,4878,4.5
48,4886,3.5
48,4973,5.0
48,4975,3.5
48,4993,4.5
48,4995,4.0
48,5010,4.0
48,5146,4.0
48,5218,4.0
48,5225,3.0
48,5349,3.5
48,5459,3.0
48,5502,3.5
48,5570,3.5
48,5618,4.5
48,5669,4.0
48,5679,3.5
48,5690,4.5
48,5902,4.0
48,5903,3.5
48,5952,4.0
48,5971,4.0
48,5995,4.0
48,6016,4.5
48,6214,3.5
48,6223,3.5
48,6283,3.5
48,6291,3.0
48,6350,4.0
48,6365,3.5
48,6373,4.0
48,6377,4.0
48,6539,4.0
48,6711,3.0
48,6857,3.5
48,6890,3.0
48,6934,3.0
48,6953,3.5
48,7099,4.0
48,7147,3.5
48,7153,4.0
48,7235,3.0
48,7254,4.0
48,7361,4.5
48,7373,3.5
48,7382,3.0
48,7982,4.0
48,8132,5.0
48,8157,2.5
48,8360,3.0
48,8376,3.5
48,8636,4.0
48,8645,3.0
48,8784,4.5
48,8807,4.0
48,8874,4.5
48,8906,2.5
48,8907,2.5
48,8950,4.5
48,8957,3.0
48,8961,3.5
48,8965,3.0
48,26662,4.0
48,26776,4.0
48,27523,3.5
48,27713,4.0
48,27722,2.5
48,27731,4.0
48,27773,3.5
48,27800,3.5
48,27801,3.0
48,27838,3.0
48,27846,4.5
48,27850,3.5
48,27878,4.0
48,30793,3.5
48,30867,4.0
48,31410,4.5
48,31435,5.0
48,31658,4.5
48,31878,3.0
48,32031,3.0
48,32554,3.0
48,32562,4.0
48,32587,4.5
48,33154,4.0
48,33166,3.5
48,33615,3.5
48,33679,3.5
48,34405,3.5
48,36535,3.5
48,37729,3.0
48,37830,3.5
48,38038,3.5
48,40629,4.5
48,41569,3.5
48,41769,3.0
48,42723,3.0
48,44022,3.0
48,44191,3.5
48,44397,2.5
48,44555,4.5
48,44633,4.0
48,44974,3.5
48,45431,4.0
48,45517,4.0
48,45720,3.0
48,45950,4.0
48,46578,3.5
48,46948,3.5
48,47099,3.5
48,47124,3.0
48,47404,4.0
48,47610,4.0
48,47999,4.0
48,48043,3.5
48,48082,4.0
48,48385,3.5
48,48394,4.0
48,48414,3.0
48,48774,3.0
48,48780,3.5
48,48982,3.5
48,48997,4.0
48,49278,3.5
48,50583,3.0
48,50601,4.0
48,50872,3.5
48,51255,3.5
48,51540,3.0
48,51662,4.0
48,52281,3.5
48,52287,3.0
48,52319,4.0
48,52458,3.0
48,52722,3.0
48,53121,2.5
48,53460,3.0
48,53883,4.0
48,53894,4.0
48,53996,3.5
48,54272,2.5
48,54503,3.5
48,55247,4.5
48,55280,4.0
48,55442,4.5
48,55444,4.5
48,55768,3.0
48,55814,4.0
48,55908,3.5
48,55995,3.0
48,56095,3.0
48,56145,3.5
48,56339,4.0
48,56367,3.5
48,56607,4.0
48,56782,3.5
48,56908,4.0
48,57368,4.5
48,57453,3.5
48,57504,4.0
48,57640,3.0
48,57669,4.0
48,57980,3.0
48,58299,3.5
48,58347,3.5
48,58554,3.5
48,58559,4.0
48,59118,4.5
48,59141,3.5
48,59315,4.0
48,59387,4.0
48,59684,5.0
48,59784,3.5
48,60069,4.0
48,60126,3.0
48,60161,3.5
48,60291,4.0
48,60684,3.5
48,60763,3.5
48,61240,4.5
48,61323,3.5
48,62203,4.5
48,62250,3.0
48,62956,3.5
48,62999,3.5
48,63082,3.5
48,63131,2.5
48,63808,3.5
48,63859,3.5
48,64575,4.0
48,64716,4.0
48,64957,3.5
48,64969,3.0
48,64983,3.5
48,64993,4.0
48,65037,5.0
48,65261,3.5
48,65514,4.0
48,66097,3.5
48,66371,3.5
48,67197,3.5
48,67255,4.0
48,67408,3.0
48,67734,3.0
48,68157,4.0
48,68237,4.0
48,68954,4.0
48,69122,4.5
48,69526,3.0
48,69644,3.5
48,69712,3.5
48,69757,4.5
48,70159,4.0
48,70286,4.5
48,70533,4.0
48,70567,4.0
48,71033,4.0
48,71057,3.5
48,71264,3.5
48,71282,3.0
48,71379,4.0
48,71462,4.0
48,71468,3.0
48,71520,3.5
48,71535,3.5
48,71579,3.5
48,71899,5.0
48,72209,3.0
48,72393,3.5
48,72741,3.5
48,72998,4.5
48,73017,4.0
48,73268,3.0
48,73321,3.0
48,73392,3.5
48,73664,3.0
48,73881,4.0
48,74677,4.0
48,74789,3.5
48,76093,4.0
48,76173,5.0
48,76251,3.5
48,77307,4.0
48,77427,1.5
48,77561,3.5
48,77837,4.5
48,78499,4.0
48,79029,4.0
48,79091,4.0
48,79132,4.0
48,79357,3.5
48,79702,4.0
48,79868,3.5
48,80463,4.5
48,80586,3.5
48,80862,3.5
48,80906,4.0
48,81018,3.5
48,81562,3.5
48,81564,3.5
48,81591,4.0
48,81847,3.5
48,82461,3.5
48,82667,3.5
48,83132,3.5
48,83134,3.5
48,84152,4.0
48,84187,4.5
48,84944,4.0
48,84952,4.0
48,85412,3.5
48,85414,4.0
48,85510,3.0
48,85736,4.5
48,85774,4.0
48,85788,3.5
48,85796,3.0
48,86298,4.0
48,86332,3.5
48,86347,3.5
48,86721,3.0
48,87222,4.0
48,87232,4.0
48,87430,3.0
48,87520,3.0
48,88744,3.5
48,90469,3.0
48,90531,2.5
48,90647,3.5
48,90746,3.5
48,91414,3.0
48,91529,3.5
48,91542,3.5
48,92058,2.0
48,93272,2.5
48,95167,5.0
48,95311,4.0
48,95543,3.0
48,95875,3.0
48,96281,3.0
48,96610,3.0
48,96737,4.0
48,96821,4.0
48,97225,3.5
48,97752,4.5
48,97913,3.5
48,97921,3.5
48,97938,3.5
48,98056,3.0
48,98809,4.0
48,99145,4.0
48,101142,3.5
54,318,4.5
54,1027,4.0
54,1088,5.0
54,1201,4.5
54,1203,4.5
54,1333,2.0
54,1680,4.0
54,2150,4.0
54,2471,2.5
54,2571,3.5
54,2991,3.5
54,3258,4.0
54,3462,3.0
54,3638,4.0
54,3906,4.0
54,4467,0.5
54,4963,4.5
54,5418,4.5
54,6378,4.5
54,8533,4.5
54,8665,4.5
54,26160,3.5
54,26294,4.0
54,30749,3.5
54,33794,1.0
54,44197,4.5
54,44199,5.0
54,48516,4.5
54,48660,1.0
54,48780,5.0
54,48997,2.0
54,54286,4.5
54,55820,1.5
54,56941,5.0
54,58803,4.5
54,60069,5.0
54,68157,4.5
54,69640,3.5
54,71899,4.0
54,77846,5.0
54,78499,4.5
54,79132,2.5
54,91355,3.5
54,96655,5.0
68,8636,4.0
68,31658,3.5
69,1,5.0
69,2,3.5
69,5,5.0
69,19,4.0
69,34,4.0
69,39,4.5
69,48,4.5
69,104,4.0
69,158,3.0
69,231,4.0
69,262,4.0
69,296,3.5
69,318,5.0
69,344,4.0
69,356,5.0
69,357,5.0
69,364,5.0
69,374,3.5
69,410,3.5
69,500,3.5
69,527,5.0
69,586,4.5
69,587,5.0
69,595,4.0
69,596,3.0
69,597,4.5
69,788,2.0
69,919,4.5
69,934,5.0
69,1020,4.5
69,1028,3.0
69,1035,4.5
69,1073,4.5
69,1193,5.0
69,1265,4.5
69,1270,5.0
69,1513,3.5
69,1682,5.0
69,1704,5.0
69,1721,4.5
69,1954,3.5
69,1968,4.5
69,2011,4.5
69,2012,4.5
69,2028,4.5
69,2054,2.5
69,2059,3.5
69,2136,1.0
69,2240,4.5
69,2302,4.5
69,2321,4.0
69,2355,4.5
69,2379,3.5
69,2706,4.0
69,2918,5.0
69,2987,4.5
69,3114,5.0
69,3253,4.5
69,3668,2.5
69,3791,4.0
69,3821,0.5
69,3948,3.5
69,3977,3.5
69,4254,3.5
69,4306,5.0
69,4878,3.5
69,4886,5.0
69,4896,4.5
69,4993,5.0
69,5308,4.0
69,5349,3.5
69,5816,4.5
69,5952,5.0
69,6377,5.0
69,6539,4.0
69,7153,5.0
69,7361,4.5
69,8961,4.0
69,58047,3.0
69,68554,4.5
69,69757,5.0
73,1,5.0
73,6,4.5
73,25,4.5
73,32,5.0
73,36,4.5
73,63,3.5
73,101,3.5
73,112,3.5
73,216,4.0
73,247,4.0
73,256,2.5
73,267,3.0
73,293,5.0
73,322,4.5
73,364,5.0
73,428,4.0
73,435,2.5
73,442,3.5
73,466,2.5
73,471,4.0
73,553,4.0
73,588,5.0
73,595,4.5
73,628,4.5
73,785,3.5
73,799,3.5
73,919,4.0
73,1022,3.5
73,1027,3.5
73,1200,5.0
73,1201,5.0
73,1213,5.0
73,1214,5.0
73,1218,4.5
73,1255,4.5
73,1257,4.0
73,1266,4.5
73,1274,4.5
73,1285,3.5
73,1291,5.0
73,1342,3.0
73,1374,4.0
73,1394,4.0
73,1396,4.0
73,1485,3.5
73,1500,4.0
73,1566,4.0
73,1573,3.5
73,1639,3.5
73,1748,4.0
73,1784,4.5
73,1785,3.5
73,1912,4.5
73,1916,4.0
73,1967,5.0
73,1968,4.5
73,2005,5.0
73,2033,3.5
73,2058,2.5
73,2060,2.5
73,2080,3.5
73,2081,3.5
73,2115,5.0
73,2138,4.5
73,2139,4.0
73,2143,3.5
73,2144,4.5
73,2195,3.0
73,2231,4.0
73,2252,4.0
73,2273,3.5
73,2378,3.5
73,2395,4.5
73,2427,4.0
73,2459,4.5
73,2467,4.5
73,2580,4.5
73,2606,3.5
73,2692,4.5
73,2707,4.0
73,2724,2.5
73,2734,3.0
73,2841,4.0
73,2860,3.0
73,2867,4.0
73,2879,3.5
73,2916,4.0
73,2918,4.5
73,2947,4.0
73,2948,4.5
73,2959,5.0
73,2985,4.0
73,3006,4.5
73,3020,4.0
73,3034,4.5
73,3036,4.0
73,3070,3.0
73,3104,4.0
73,3174,4.0
73,3253,3.5
73,3265,4.0
73,3300,3.5
73,3328,4.5
73,3363,4.0
73,3481,4.0
73,3499,4.0
73,3552,4.0
73,3717,3.5
73,3735,4.0
73,3761,4.0
73,3948,4.0
73,3950,3.5
73,3955,3.0
73,3986,3.0
73,4027,4.5
73,4306,4.0
73,4369,5.0
73,4438,4.0
73,4488,3.5
73,4519,5.0
73,4619,2.5
73,4720,3.5
73,4855,4.0
73,4865,3.5
73,4896,3.0
73,4915,3.5
73,4993,5.0
73,5010,4.0
73,5014,4.5
73,5139,3.5
73,5218,3.0
73,5244,5.0
73,5329,4.5
73,5349,4.0
73,5401,3.0
73,5464,3.5
73,5541,2.5
73,5618,4.0
73,5673,4.5
73,5690,4.0
73,5816,3.0
73,5902,4.0
73,5952,5.0
73,5954,4.0
73,6156,3.5
73,6287,2.5
73,6323,4.5
73,6338,3.0
73,6379,2.5
73,6383,3.0
73,6559,4.0
73,6564,3.0
73,6664,3.0
73,6707,2.5
73,6708,4.0
73,6755,4.5
73,6874,4.5
73,6887,3.5
73,7001,4.0
73,7022,4.5
73,7090,4.0
73,7099,4.5
73,7137,4.0
73,7235,4.5
73,7373,3.5
73,7502,4.0
73,7802,5.0
73,8360,3.5
73,8368,3.5
73,8529,4.0
73,8636,3.5
73,8641,4.5
73,8784,4.0
73,8874,4.0
73,8914,3.0
73,8949,3.5
73,26403,3.5
73,26547,4.5
73,26704,4.0
73,27022,4.5
73,27317,4.5
73,27555,4.0
73,27704,2.5
73,27773,5.0
73,27831,4.0
73,30810,4.0
73,31290,0.5
73,31878,3.5
73,33162,4.0
73,33794,4.0
73,34150,3.0
73,34437,3.5
73,37733,4.0
73,40278,3.5
73,40732,4.0
73,40815,3.5
73,43838,3.5
73,43921,4.0
73,44199,4.0
73,44245,4.0
73,44397,3.0
73,44665,4.0
73,46322,4.0
73,46335,3.0
73,46970,2.5
73,47610,4.0
73,48043,3.5
73,48516,4.0
73,48696,4.0
73,48774,4.5
73,49272,4.0
73,49817,4.0
73,51277,4.5
73,51931,4.0
73,51937,2.5
73,52604,4.5
73,52722,2.0
73,53318,4.5
73,53519,3.5
73,53550,4.0
73,54001,3.5
73,54745,3.5
73,55052,4.0
73,55094,4.0
73,55245,3.0
73,55290,4.0
73,58559,5.0
73,60756,4.0
73,61248,3.0
73,62801,4.0
73,63826,3.0
73,64716,4.0
73,65514,4.5
73,67255,4.0
73,67923,3.5
73,68159,4.0
73,68952,3.5
73,69844,3.5
73,70465,4.0
73,71106,4.0
73,71745,3.5
73,72226,4.0
73,73023,4.0
73,74458,4.5
73,78469,3.0
73,79057,3.5
73,79091,4.0
73,79132,4.0
73,79242,3.5
73,79553,3.5
73,79695,3.5
73,80083,3.5
73,80693,4.0
73,80831,3.0
73,81562,3.5
73,81564,5.0
73,81788,4.0
73,81834,4.0
73,81932,4.0
73,82527,4.0
73,82667,4.5
73,83134,4.0
73,84152,4.0
73,84772,3.0
73,84944,4.0
73,85342,5.0
73,85414,4.5
73,85788,4.0
73,85881,3.5
73,86142,4.0
73,86644,3.5
73,86882,4.5
73,87192,4.5
73,87232,4.0
73,87234,4.0
73,87306,4.0
73,87869,3.5
73,88118,4.0
73,88125,4.5
73,88129,3.5
73,88140,3.5
73,88163,4.0
73,88744,3.5
73,89039,3.5
73,89085,4.5
73,89470,3.0
73,89745,4.5
73,89774,4.5
73,89864,3.0
73,90376,3.5
73,90430,3.5
73,90439,3.5
73,91485,3.5
73,91500,4.0
73,91529,4.0
73,91630,4.0
73,91658,4.0
73,92309,3.0
73,93443,3.5
73,93510,4.0
73,93831,3.5
73,93838,4.5
73,93840,4.0
73,93855,5.0
73,94018,2.5
73,94070,4.0
73,94677,4.0
73,94833,3.5
73,94864,4.0
73,94959,4.0
73,95088,4.0
73,95441,4.0
73,95510,4.0
73,95558,3.5
73,95875,3.5
73,96079,4.5
73,96110,2.5
73,96281,3.0
73,96610,4.0
73,96737,3.5
73,96811,4.0
73,96821,4.5
73,97306,4.0
73,97752,4.5
73,97860,3.5
73,97913,3.5
73,97921,4.0
73,97923,3.5
73,97938,4.5
73,98809,4.5
73,98961,4.0
73,99112,3.5
73,99114,4.5
73,99145,4.0
73,99728,3.5
73,100383,4.0
73,102033,3.5
73,102445,4.0
73,102716,3.5
78,16,5.0
78,34,3.5
78,47,4.0
78,150,3.5
78,193,5.0
78,345,4.5
78,508,4.0
78,540,4.0
78,788,3.5
78,858,4.5
78,1094,4.0
78,1206,2.5
78,1222,5.0
78,1293,5.0
78,1320,3.5
78,1345,4.0
78,1371,4.0
78,1374,4.0
78,1375,5.0
78,1407,4.5
78,1552,4.0
78,1580,2.5
78,1625,5.0
78,1644,4.5
78,1676,5.0
78,1680,5.0
78,1690,4.0
78,1717,5.0
78,1722,4.5
78,1732,5.0
78,1876,5.0
78,1997,4.0
78,2011,4.5
78,2107,3.0
78,2174,4.0
78,2231,4.5
78,2334,5.0
78,2353,5.0
78,2393,4.0
78,2541,5.0
78,2617,5.0
78,2700,5.0
78,2908,5.0
78,2947,5.0
78,2987,4.0
78,3052,4.0
